X;Y;ID;NOMBRE;DIRECCION;PISO_DPTO;CP;CPA;BARRIO;COMUNA;DIAS_Y_HOR;TELEFONOS;EMAIL;WEB;ACTIVIDAD;DEPENDE;PUBLICO;SECTOR;ACTIV
-34.64357233303489;-58.44147698057611;49;CENTRO CULTURAL BARRIO RIVADAVIA;COBO AV. Y CURAPALIGUE;PB;1406;;FLORES;COMUNA 7;LUNES A JUEVES DE 17:00 A 22:00. SABADOS DE 14:00 A 18:00.;4632-9683;CENTROCULTURAL_BARRIORIVADAVIA@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.57315169570382;-58.468626249378836;50;CENTRO CULTURAL BELGRANO R.;LA PAMPA 3855;PB;1430;C1430BXK;VILLA URQUIZA;COMUNA 12;LUNES A VIERNES DE 17:30 A 21:30.;4552-0867;CCBELGRANO@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.62383858511111;-58.420489529011576;51;CENTRO CULTURAL BOEDO;CASTRO 954;;1217;C1217AAJ;BOEDO;COMUNA 5;LUNES A VIERNES DE 18:00 A 21:00.;4931-1524;CCBOEDO@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.678346585907285;-58.47395271930518;52;CENTRO CULTURAL CEPNA (CENTRO DE ESTUDIOS Y PROYECTOS NUEVA ARGENTINA);MURGUIONDO 4361;PB;1439;C1439FTE;VILLA LUGANO;COMUNA 8;LUNES A VIERNES DE 9:30 A 21:00. SABADOS DE 10:00 A 19.30.;4638-2517;CCCEPNA@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.57653930780401;-58.452344950885035;53;CENTRO CULTURAL COLEGIALES;CONDE 943;PB;1426;C1426AYS;COLEGIALES;COMUNA 13;LUNES A VIERNES DE 18:00 A 21:00.;4552-1228;CCCOLEGIALES@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.64538521995846;-58.432801945762;54;CENTRO CULTURAL DEL BAJO FLORES;RIESTRA AV. 1650;;1437;C1437HIS;NUEVA POMPEYA;COMUNA 4;MARTES A VIERNES DE 17:30 A 21:30. Y SABADOS DE 10:30 A 16:30.;4921-7731;CCDELBAJOFLORES@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.633308989471146;-58.38681496154781;55;CENTRO CULTURAL DEL SUR;CASEROS AV. 1750;;1152;C1152ABN;BARRACAS;COMUNA 4;MARTES A DOMINGOS DE 13:00 A 20:00.;4306-0301 / 4305-6653;CCCULTURALSUR@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/PROM_CULTURAL/CCULTURALES/DEL_SUR.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.60116315357645;-58.513342005124635;56;CENTRO CULTURAL DEVOTO;NUEVA YORK 4169;;1419;C1419HDS;VILLA DEVOTO;COMUNA 11;LUNES A JUEVES DE 17:00 A 22:00. SABADOS DE 10:00 A 14:00.;4501-0449 / 4502-2684;CCDEVOTOVILLADELPARQUE@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.55270076445509;-58.48679532373572;57;CENTRO CULTURAL DISCEPOLIN;TRONADOR 4134;;1430;C1430DMZ;SAAVEDRA;COMUNA 12;MARTES A VIERNES DE 16:30 A 21:30. SABADO DE 10:00 A 14:00.;4541-6001;CCDISCEPOLIN@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.612839908973015;-58.436311589563005;58;CENTRO CULTURAL EL ETERNAUTA;LOBOS, ELEODORO, DR. 437;;1405;C1405BLE;CABALLITO;COMUNA 6;LUNES A VIERNES DE 17:30 A 21:30.;4982-9706;CCELETERNAUTA@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.623979483694555;-58.505318981185034;59;CENTRO CULTURAL EL TALLER;GONZALEZ, ELPIDIO 4967;PB;1407;C1407GBG;MONTE CASTRO;COMUNA 10;LUNES DE 16:00 A 21:00.;;CCELTALLER@GMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.659588103922566;-58.42893542374042;60;CENTRO CULTURAL ELADIA BLAZQUEZ;RABANAL, FRANCISCO, INTENDENTE AV. 2275;;1437;C1437FPJ;VILLA SOLDATI;COMUNA 8;LUNES A VIERNES DE 17:30 A 21:30.;4918-4803;CCELADIABLAZQUEZ@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.65068038142836;-58.52571965558646;61;CENTRO CULTURAL ELIAS CASTELNUOVO;MONTIEL 1041;;1408;C1408FVU;LINIERS;COMUNA 9;LUNES A VIERNES DE 17:30 A 21:30.;4641-3921;CENTROCULTURALDELINIERS@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.6216921524186;-58.37029615669824;62;CENTRO CULTURAL FORTUNATO LACAMERA;SAN JUAN AV. 353;;1147;C1147AAB;SAN TELMO;COMUNA 1;LUNES A VIERNES DE 17:30 A 21:30.;4361-6823;CCFORTUNATOLACAMERA@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.654741686523835;-58.420408148068205;63;CENTRO CULTURAL HOMERO MANZI;TILCARA 3365;;1437;C1437CYK;NUEVA POMPEYA;COMUNA 4;LUNES A VIERNES DE 17:30 A 21:30. SABADOS DE 11:00 A 14:00.;4918-7654;CCHOMEROMANZI@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.67877903055088;-58.49528207923048;64;CENTRO CULTURAL JUAN CARLOS CASTAGNINO;PAZ, GRAL. AV. Y 2 DE ABRIL DE 1982;PB;;;VILLA LUGANO;COMUNA 8;LUNES A VIERNES DE 17:30 A 21:30.;4601-5838;CCJCCASTAGNINO@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.55106498099947;-58.46088183510188;65;CENTRO CULTURAL JULIO CORTAZAR;O'HIGGINS 3050;;1429;C1429BBF;NUÑEZ;COMUNA 13;LUNES A VIERNES DE 17:00 A 21:30.;4701-3400;CCJULIOCORTAZAR@GMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.63782848523478;-58.48231807163363;66;CENTRO CULTURAL LA CASITA DE LA SELVA;LA SELVA 4022;;1407;C1407JTB;VELEZ SARSFIELD;COMUNA 10;LUNES A VIERNES DE 16:00 A 23:00.;4672-5708;CCLASELVA@GMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.61613108879997;-58.467173479456704;67;CENTRO CULTURAL LA PATERNAL - VILLA MITRE;CARACAS 1249;;1416;C1416AIA;VILLA GRAL. MITRE;COMUNA 11;LUNES A VIERNES 17:00 A 22:00. SABADOS DE 15:00 A 18:00.;4581-1874;CC-LAPATERNAL@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.653556018219255;-58.385349810200196;68;CENTRO CULTURAL LA USINA;SANTO DOMINGO 2752;PB;1293;C1293AGH;BARRACAS;COMUNA 4;LUNES, MARTES, JUEVES Y VIERNES DE 14:00 A 21:00.;4301-8766;LAUSINA@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.555560852557875;-58.47815808308784;69;CENTRO CULTURAL LINO E. SPILIMBERGO;PEREZ, ROQUE 3545;;1430;C1430FBU;SAAVEDRA;COMUNA 12;LUNES A VIERNES DE 17:00 A 23:00.;4542-9918;CCSPILIMBERGO@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.60438785907188;-58.43203533865715;70;CENTRO CULTURAL LOLA MORA;RIO DE JANEIRO 946;;1405;C1405CCP;CABALLITO;COMUNA 6;MARTES A VIERNES DE 17:30 A 21:30.;4983-5877 / 4862-7245;CCLOLAMORA@GMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.652395009481936;-58.508513157453436;71;CENTRO CULTURAL MACEDONIO FERNANDEZ;LEGUIZAMON, MARTINIANO 1470;;1440;C1440DYF;MATADEROS;COMUNA 9;LUNES A VIERNES DE 17:00 A 21:00.;4687-0063;CCMACEDONIO@GMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.62743630222944;-58.4649534419357;72;CENTRO CULTURAL MARCO DEL PONT;ARTIGAS, JOSE GERVASIO, GRAL. 202;;1406;C1406ABB;FLORES;COMUNA 7;LUNES A VIERNES DE 14:00 A 20:00. SABADOS Y DOMINGOS DE 15:00 A 24:00.;4612-2412 / 4611-2650;CCMARCODELPONT@BUENOSAIRES.GOV.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/PROM_CULTURAL/CCULTURALES/MARCO_PONT.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.60108379413317;-58.43904225284488;73;CENTRO CULTURAL OSVALDO PUGLIESE;ARAOZ 234;;1414;C1414DPF;VILLA CRESPO;COMUNA 15;LUNES A VIERNES DE 17:30 A 22:00.;4854-6778;CCULTURALPUGLIESE@GMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.61414441294514;-58.37186995334176;74;CENTRO CULTURAL PLAZA DEFENSA;DEFENSA 535;;1065;C1065AAI;MONSERRAT;COMUNA 1;LUNES A VIERNES DE 13:00 A 21:00.;4342-6610;CCPLAZADEFENSA@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.60653560911959;-58.47814769368591;75;CENTRO CULTURAL RESURGIMIENTO;ARTIGAS, JOSE GERVASIO, GRAL. 2262;;1416;C1416ALB;VILLA DEL PARQUE;COMUNA 11;LUNES A VIERNES DE 8:00 A 21:00. SABADOS, DOMINGOS Y FERIADOS 13:30 A 19:00.;4585-4960 / 5197-0296;RESURGIMIENTO@FIBERTEL.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/PROM_CULTURAL/CCULTURALES/RESURGIMIENTO.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.624830904220694;-58.46694870917976;76;CENTRO CULTURAL ROBERTO ARLT;AVELLANEDA AV. 2547;;1406;C1406FYK;FLORES;COMUNA 7;LUNES A VIERNES DE 18:00 A 21:00.;4613-8304;CENTROCULTURALARLT@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.57937773831784;-58.469074554053634;77;CENTRO CULTURAL ROBERTO SANTORO;GIRIBONE 1961;;1427;C1427CBE;VILLA ORTUZAR;COMUNA 15;LUNES A VIERNES DE 16:30 A 21:30 (EXCEPTO MIERCOLES).;4552-1690;CCROBERTOSANTORO@YAHOO.COM.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.68829785019531;-58.463126457797536;78;CENTRO CULTURAL SALADIYO;BERON DE ASTRADA 5920;;1439;C1439DPB;VILLA LUGANO;COMUNA 8;LUNES A VIERNES DE 18:00 A 21:00.;4605-0785;CCSALADIYO@GMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.626871046221346;-58.44721760958304;79;CENTRO CULTURAL SEBASTIAN PIANA;PUAN 360;;1406;C1406CQH;CABALLITO;COMUNA 6;LUNES A VIERNES DE 18:00 A 21:00.;4432-4515;CCSPIANA@HOTMAIL.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.62845298387908;-58.52280752695565;80;CENTRO CULTURAL VERSALLES;BRUSELAS 785;;1408;C1408BYE;VERSALLES;COMUNA 10;LUNES A VIERNES DE 17:30 A 21:30.;4641-2722;CCVERSALLES@YAHOO.COM;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.582526248922356;-58.45091264009793;81;ESPACIO CULTURAL CARLOS GARDEL;OLLEROS 3640;PB;1427;C1427EED;CHACARITA;COMUNA 15;MARTES A VIERNES DE 10:00 A 20:00. SABADOS Y DOMINGOS DE 18:00 A 22:00.;4552-4229;ECARLOSGARDEL@BUENOSAIRES.GOV.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/PROM_CULTURAL/CCULTURALES/CARLOS_GARDEL.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.62479184287295;-58.41133498900564;82;ESPACIO CULTURAL JULIAN CENTEYA;SAN JUAN AV. 3255;PB;1233;C1233ABC;SAN CRISTOBAL;COMUNA 3;MARTES A DOMINGO DE 10:00 A 22:00.;4931-9667 / 4932-1246;EJULIANCENTEYA@BUENOSAIRES.GOV.AR;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/PROM_CULTURAL/CCULTURALES/CENTEYA.PHP;CENTRO CULTURAL;MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL;GENERAL;ESTADO MUNICIPAL;
-34.65081192636447;-58.501777530117224;83;CINE EL PLATA;ALBERDI, JUAN BAUTISTA AV. 5751;;1440;C1440AAI;MATADEROS;COMUNA 9;LUNES A VIERNES DE 13:00 A 20:00. SABADOS, DOMINGOS Y FERIADOS DE 10:00 A 22:00.;4635-2429;ELPLATA@BUENOSAIRES.GOB.AR;HTTP://WWW.MUSEOS.BUENOSAIRES.GOB.AR;CINE;MINISTERIO DE CULTURA - DIRECCION GENERAL DE MUSEOS;GENERAL;ESTADO MUNICIPAL;
-34.62725783635415;-58.39216512763003;84;POLO CIRCO;COMBATE DE LOS POZOS Y GARAY, JUAN DE AV.;;;;SAN CRISTOBAL;COMUNA 3;LUNES A DOMINGOS DE 9:00 A 23:00.;4371-2111;POLOCIRCO@BUENOSAIRES.GOB.AR;HTTP://WWW.FESTIVALPOLOCIRCO.GOB.AR;CIRCO;MINISTERIO DE CULTURA - CENTRO CULTURAL GENERAL SAN MARTIN;GENERAL;ESTADO MUNICIPAL;
-34.60601703514821;-58.413884220426596;85;CONSERVATORIO SUPERIOR DE MUSICA DE LA CIUDAD DE BS. AS. ASTOR PIAZZOLLA;SARMIENTO 3401;;1196;C1196AAM;ALMAGRO;COMUNA 5;LUNES A VIERNES DE 8:00 A 23:00.;4865-9001;SECRETARIA_CIUDAD@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/CONS_PIAZZOLA.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
-34.628096730109085;-58.44008129092455;86;CONSERVATORIO SUPERIOR DE MUSICA MANUEL DE FALLA - ANEXO 1;BARCO CENTENERA DEL 741;;1424;C1424AMO;CABALLITO;COMUNA 6;LUNES A VIERNES DE 17:30 A 22:30.;4432-1429;DGARTFALLA@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/CONS_DE_FALLA.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
-34.583838728154355;-58.410550910583126;87;CONSERVATORIO SUPERIOR DE MUSICA MANUEL DE FALLA - ANEXO 2;SALGUERO, JERONIMO 2445;;1425;C1425DEI;PALERMO;COMUNA 14;LUNES A VIERNES DE 18:00 A 22:00.;4804-2359;DGARTFALLA@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/CONS_DE_FALLA.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
-34.62363159298906;-58.410072569774066;88;CONSERVATORIO SUPERIOR DE MUSICA MANUEL DE FALLA - ANEXO 3;HUMBERTO 1 3171;;1231;C1231ACK;SAN CRISTOBAL;COMUNA 3;LUNES A VIERNES DE 18:00 A 22:00.;4932-1541;DGARTFALLA@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/CONS_DE_FALLA.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
-34.59869712349849;-58.441988304083;89;CONSERVATORIO SUPERIOR DE MUSICA MANUEL DE FALLA - ANEXO 4;CAMARGO 725;;1414;C1414AHO;VILLA CRESPO;COMUNA 15;LUNES A VIERNES DE 18:00 A 22:00.;4854-4277;DGARTFALLA@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/CONS_DE_FALLA.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
-34.60584773981494;-58.41364740309818;90;CONSERVATORIO SUPERIOR DE MUSICA MANUEL DE FALLA - SEDE CENTRAL;GALLO 238;PISO 2;1172;C1172ABF;ALMAGRO;COMUNA 5;LUNES A VIERNES DE 8:30 A 22:00.;4865-9005;DGARTFALLA@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/CONS_DE_FALLA.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
-34.59770161376828;-58.430354399281356;91;ESCUELA METROPOLITANA DE ARTE DRAMATICA - ANEXO 1;JUFRE 141;;1414;C1414AYC;VILLA CRESPO;COMUNA 15;LUNES A VIERNES DE 9:00 A 14:00.;4773-0755;DGEARTMAD@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/ESC_METROP_ART_DRAM.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
-34.60629685841394;-58.40313997016065;92;ESCUELA METROPOLITANA DE ARTE DRAMATICO;SARMIENTO 2573;;1045;C1045ABA;BALVANERA;COMUNA 3;LUNES A VIERNES DE 9:00 A 23:00.;4953-9368;DGARTEMAD@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/ESC_METROP_ART_DRAM.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
-34.592355353308335;-58.45003659949597;93;ESPACIO TEATRAL LOS ANDES;LEIVA 4249;;1427;C1427EMG;CHACARITA;COMUNA 15;LUNES A VIERNES DE 15:00 A 22:00. SABADOS DE 10:00 A 20:30.;4855-0177;DGEARTEXTENSION@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/LOS_ANDES.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;NIÑOS Y ADOLESCENTES;ESTADO MUNICIPAL;
-34.63143102083442;-58.45125333469735;94;ESTUDIO URBANO;CURAPALIGUE 585;;1406;C1406DAF;PARQUE CHACABUCO;COMUNA 7;LUNES A VIERNES DE 10:00 A 21:00.;4633-9197 / 4634-2175;ESTUDIOURBANO@BUENOSAIRES.GOB.AR;WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_MUSICA/ESTUDIO_URBANO.PHP;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE MUSICA;JOVENES;ESTADO MUNICIPAL;
-34.6101161499886;-58.37352823280059;95;INSTITUTO DE INVESTIGACION EN ETNOMUSICOLOGIA;BOLIVAR 191;PISO 4;1066;C1066AAC;MONSERRAT;COMUNA 1;LUNES A VIERNES DE 8:00 A 20:00.;4343-0559;IIET_DGART@BUENOSAIRES.GOB.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/ETNOMUSICOLOGIA;ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES);MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA;GENERAL;ESTADO MUNICIPAL;
