X;Y;ID;NOMBRE;TIPO;TIPO_NORMA;SEDE;DIRECCION;OBSERVACIONES_DIRECCION;TELEFONO;E_MAIL;FACEBOOK;WEB;ACTIVIDADE;INSTALACIO;CALLE;ALTURA;CALLE2;DIRECCION_;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58.5208839998575;-34.6004533669408;182;FENIX CLUB;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;VALLEJOS 4516;;4501-5945;CLUBFENIXDEVOTO@HOTMAIL.COM;FENIX DEVOTO;WWW.TENISDEMESA.FENIXDEVOTO.COM.AR;ESCUELA DE FUTBOL RECREATIVA Y COMPETITIVA INFANTIL PARA NIÑOS DE 3 A 14 AÑOS. DANZA JAZZ Y CLASICO PARA TODAS LAS EDADES, RITMOS LATINOS PARA TODAS LAS EDADES, TAEKWONDO INFANTIL, BOXEO RECREATIVO PARA ADOLESCENTES Y ADULTOS, KUNG FU Y TAI CHI PARA ADUL;SUM DE 6X4, SOLAR QUE SE USA COMO CANCHA DE FUTBOL Y BASQUET, CANCHA DE BOCHAS, DOS SUM MAS.;VALLEJOS;4516;;VALLEJOS 4516;VILLA DEVOTO;COMUNA 11;1419;C1419GLL
-58.4643137946115;-34.6426844001293;77;FLORES CLUB;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;QUIRNO 947;;4612-0894;FLORESCLUB@ARGENTINA.COM.AR;;;FUTSAL, BABY, PATIN, GIMNASIA DEPORTIVA, DANZA, ARTES MARCIALES Y YOGA.;CANCHA - SALONES;QUIRNO;947;;QUIRNO 947;FLORES;COMUNA 7;1406;C1406EZS
-58.4742242921292;-34.6458138121773;301;FLORESTA RUGBY CLUB;CLUB DE BARRIO;CLUB_DE_BARRIO;;LACARRA 1257;;6632-1332;;FLORESTA RUGBY CLUB;WWW.FLORESTARUGBYCLUB.COM.AR;RUGBY;;LACARRA AV.;1257;;LACARRA AV. 1257;PARQUE AVELLANEDA;COMUNA 9;1407;C1407JQY
-58.4143365913531;-34.6561391467968;132;FRANJA DE ORO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;AV. AMANCIO ALCORTA 3950;;4911-1566/ 4912-0965;CORREO@CLUBFRANJADEORO.COM.AR;FRANJA DE ORO;WWW.CLUBFRANJADEORO.COM.AR;TAEKWONDO, GIMNASIA DEPORTIVA, GIMNASIA, PATIN, FISICOCULTURISMO, BABY, FUTSAL, YOGA, ARQUERIA, PADEL, PESCA DEPORTIVA, SALSA Y MERENGUE, NATACION Y YUDO. ACTIVIDADES CULTURALES.;3 CANCHAS-3 SALONES- NATATORIO;ALCORTA, AMANCIO AV.;3950;;ALCORTA, AMANCIO AV. 3950;NUEVA POMPEYA;COMUNA 4;1437;C1437HUW
-58.4152975667192;-34.6558711570507;133;FRANJA DE ORO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;AV. AMANCIO ALCORTA 4007;;4911-1566/ 4912-0965;CORREO@CLUBFRANJADEORO.COM.AR;FRANJA DE ORO;WWW.CLUBFRANJADEORO.COM.AR;TAEKWONDO, GIMNASIA DEPORTIVA, GIMNASIA, PATIN, FISICOCULTURISMO, BABY, FUTSAL, YOGA, ARQUERIA, PADEL, PESCA DEPORTIVA, SALSA Y MERENGUE, NATACION Y YUDO. ACTIVIDADES CULTURALES.;3 CANCHAS-3 SALONES- NATATORIO;ALCORTA, AMANCIO AV.;4007;;ALCORTA, AMANCIO AV. 4007;NUEVA POMPEYA;COMUNA 4;1437;C1437HUK
-58.4907432845799;-34.6424863997064;146;FUNDACION NUEVA GENERACION DEL DEPORTE;CLUB DE BARRIO;CLUB_DE_BARRIO;CENTRAL;AV. JUAN BAUTISTA ALBERDI 4563;;4924-8387/1323;;;;BABY, BASQUET, PATIN,GIMN;2 CANCHAS - 1 SALON - BIBLIOTECA;ALBERDI, JUAN BAUTISTA AV.;4563;;ALBERDI, JUAN BAUTISTA AV. 4563;VILLA LURO;COMUNA 10;1407;C1407GZM
-58.4212978926574;-34.6280472340471;145;FUNDACION NUEVA GENERACION DEL DEPORTE;CLUB DE BARRIO;CLUB_DE_BARRIO;ANEXO;QUINTINO BOCAYUVA 1241;;4924-8387/1323;;;;BABY, BASQUET, PATIN,GIMN;2 CANCHAS - 1 SALON - BIBLIOTECA;BOCAYUVA, QUINTINO;1241;;BOCAYUVA, QUINTINO 1241;BOEDO;COMUNA 5;1257;C1257ABC
-58.5148092028741;-34.6129918931247;154;GENERAL LAMADRID;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;DESAGUADERO 3120;;4567-6239;CAGLAMADRID@CAGLAMADRID.COM.AR;CLUB ATLETICO GENERAL LAMADRID;;BABY, FUTSAL, PATIN, HANDBOL, VOLEY, FUTBOL (AFA);4 CANCHAS - 1 NATATORIO - 3 SALONES;DESAGUADERO;3120;;DESAGUADERO 3120;VILLA DEVOTO;COMUNA 11;1417;C1417BST
-58.4460277764527;-34.6317359743702;76;GIMNASIO CHACABUCO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MIRO 750/58;;4432-5575 DE 14 A 22 HS;CLUBGIMNASIOCHACABUCO@YAHOO.COM.AR;CLUB CHACABUCO;WWW.CLUBGCHACABUCO.COM.AR;FUTSAL JUVENILES, RESERVA, MAYORES - BABY - PATIN - GIMDANCE (NENAS Y ADOLESCENTES), GUITARRA PARA MENORES, TAEKWONDO, YOGA, TEATRO INFANTIL (TALLER), SALSA, KENDO, BACHATA, SIPALKI, BOXEO, FUTBOL, ESCUELA DE FUTBOL: FEDERADOS, PARTICIPAN EN FEFI Y FAFI;CANCHAS - SALON;MIRO;750;;MIRO 750;PARQUE CHACABUCO;COMUNA 7;1406;C1406CUP
-58.5066926683689;-34.6273138354318;140;GIOVANNI GENTILE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;JUAN A. GARCIA 5270;;4568-2588   Y   4566-8448;GIOVANNIGENTILE@FIBERTEL.COM.AR;;;GIMNASIA, TANGO, AJEDREZ, TAEKWONDO, PING PONG, YOGA. ACTIVIDADES CULTURALES.;2 SALONES - 1 CANCHA (BOCHAS);GARCIA, JUAN AGUSTIN;5270;;GARCIA, JUAN AGUSTIN 5270;VELEZ SARSFIELD;COMUNA 10;1407;C1407FXN
-58.5100590023725;-34.6592327006052;83;GLORIAS ARGENTINAS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;BRAGADO 6875;;4687-8576;;CLUB-GLORIAS-ARGENTINAS-FUTBOL-INFANTIL    Y    CLUB-GLORIAS-ARGENTINAS;WWW.CLUBGLORIASARGENTINAS.COM;BABY FUTBOL, FUTSAL, GIMNASIA DEPORTIVA, VOLEY, TAEKWONDO, TANGO, SALSA, MERENGUE;CANCHAS - SALON;BRAGADO;6875;;BRAGADO 6875;MATADEROS;COMUNA 9;1440;C1440ADM
-58.4539941931464;-34.6828914029594;8;GOLF CLUB JOSE JURADO;CLUB;CLUB;;AV. ROCA 5025;;4605-4706;;;;GOLF;CAMPO DE GOLF;ROCA, CNEL. AV.;5025;;ROCA, CNEL. AV. 5025;VILLA LUGANO;COMUNA 8;;
-58.4193429627035;-34.6307471072299;156;GON;CLUB DE BARRIO;CLUB_DE_BARRIO;CENTRAL;AVDA. PAVON 3916/18;O AV. PAVON 3918;4921-2364/0853;CIRCULOSUNIDOSGON@GMAIL.COM;CIRCULOSUNIDOSGONOFICIAL;WWW.CIRCULOSUNIDOSGONOFICIAL.COM.AR;BABY FUTBOL, FUTBOL FEMENINO, FUTSAL, YOGA, DANZAS FOLKLORICAS, TANGO, SALSA Y MERENGUE, ROLLERS. ACTIVIDADES CULTURALES.;BIBLIOTECA - 2 SALONES - 1 CANCHA;PAVON AV.;3916;;PAVON AV. 3916;BOEDO;COMUNA 5;1253;C1253AAX
-58.4179451807235;-34.6273059776542;157;GON;CLUB DE BARRIO;CLUB_DE_BARRIO;ANEXO DEPORTIVO;COCHABAMBA 3750;;4921-2364/0853;CIRCULOSUNIDOSGON@GMAIL.COM;CIRCULOSUNIDOSGONOFICIAL;WWW.CIRCULOSUNIDOSGONOFICIAL.COM.AR;BABY FUTBOL, FUTBOL FEMENINO, FUTSAL, YOGA, DANZAS FOLKLORICAS, TANGO, SALSA Y MERENGUE, ROLLERS. ACTIVIDADES CULTURALES.;BIBLIOTECA - 2 SALONES - 1 CANCHA;;COCHABAMBA;;;;;;
-58.4423076130097;-34.5608718154368;266;HARRODS GATH Y CHAVES CLUB;CLUB;CLUB;;VIRREY DEL PINO 1480;;4783-5864;INFO@CLUBHARRODS.COM.AR;;;TENIS, BASKET, FUTBOL, BADMINTON, VOLEY, PATIN, GIMNASIA, HOCKEY SOBRE CESPED Y PATINES, TAEKWONDO, TENIS DE MESA, VOLEY;CANCHA FUTBOL 11 - PLAYON - 2 SALONES - GIMASIO - CANCHAS DE TENIS - NATATORIO;PINO, VIRREY DEL;1480;;PINO, VIRREY DEL 1480;BELGRANO;COMUNA 13;1426;C1426EFB
-58.4316932357615;-34.6296095065212;155;HOMERO MANZI;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;BEAUCHEF 1050;;4922-3588;CLUBHOMEROMANZI@HOTMAIL.COM;;;FUTBOL, PATIN, NATACION, FUTBOL FEMENINO, TAEKWONDO;2 NATATORIOS - 3 CANCHAS;BEAUCHEF;1050;;BEAUCHEF 1050;PARQUE CHACABUCO;COMUNA 7;1424;C1424BDV
-58.4810308002528;-34.6152708018885;137;IMPERIO JUNIORS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;CESAR DIAZ 3047;;4581-8682 / 4585-0833;CLUBIMPERIOJUNIORS@HOTMAIL.COM;;WWW.CLUBIMPERIO.COM.AR;BASQUET, BOXEO, BUCEO, YOGA, GIMNASIA AEROBICA, GIMNASIA ARTISTICA Y ACROBATICA, WATERPOLO, NATACION, AQUAGYM, AGUAS ABIERTAS, PILETA LIBRE, INICIACION DEPORTIVA, PATIN, VOLEY VETERANOS, ARTES MARCIALES, TANGO, FOLKLORE.;BIBLIOTECA, 5 CANCHAS, 3 SALONES, NATATORIO CLIMATIZADO;DIAZ, CESAR, GRAL.;3047;;DIAZ, CESAR, GRAL. 3047;VILLA SANTA RITA;COMUNA 11;1416;C1416DWG
-58.4975832820641;-34.5660007245266;79;ISLANDIA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;NUÑEZ 5566;;S/T;;;;GIMNASIA, KARATE, FUTSAL, TANGO, MURGA, CANOTAJE.;CANCHA - SALON;NUÑEZ;5566;;NUÑEZ 5566;VILLA URQUIZA;COMUNA 12;1431;C1431ANT
-58.4461648435664;-34.6527431062677;105;ITALIANO;CLUB DE BARRIO;CLUB_DE_BARRIO;ANEXO DEPORTIVO;AV. RIESTRA 2770;;;CLUBITALIANO@CLUBITALIANO.COM.AR;CLUB ITALIANO - BUENOS AIRES LIGA DEPORTIVA;WWW.CLUBITALIANO.COM.AR;BASQUET, FUTBOL, GIMNASIA ARTISTICA, GIMNASIA RITMICA, HOCKEY, JUDO, NATACION, PELOTA PALETA, INICIACION DEPORTIVA, RUGBY, TENIS, VOLEY, YOGA, KENDO, SIPALKI, TAEKWONDO, DANZAS ARABES, FOLKLORE. ACTIVIDADES CULTURALES. COLONIA DE VACACIONES.;CANCHAS - SALONES - NATATORIO;RIESTRA AV.;2770;;RIESTRA AV. 2770;VILLA SOLDATI;COMUNA 8;1437;C1437HJR
-58.4320907805666;-34.6161586226769;104;ITALIANO;CLUB DE BARRIO;CLUB_DE_BARRIO;CENTRAL SEDE SOCIAL;AV. RIVADAVIA 4731;;4901-1061/63;CLUBITALIANO@CLUBITALIANO.COM.AR;CLUB ITALIANO - BUENOS AIRES LIGA DEPORTIVA;WWW.CLUBITALIANO.COM.AR;BASQUET, FUTBOL, GIMNASIA ARTISTICA, GIMNASIA RITMICA, HOCKEY, JUDO, NATACION, PELOTA PALETA, INICIACION DEPORTIVA, RUGBY, TENIS, VOLEY, YOGA, KENDO, SIPALKI, TAEKWONDO, DANZAS ARABES, FOLKLORE. ACTIVIDADES CULTURALES. COLONIA DE VACACIONES.;CANCHAS - SALONES - NATATORIO;RIVADAVIA AV.;4731;;RIVADAVIA AV. 4731;CABALLITO;COMUNA 6;1424;C1424CEC
-58.5244274252304;-34.6225059595215;21;JORGE NEWBERY;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;IRIGOYEN 2050;;4642-4859;JNFUTSAL@GMAIL.COM;JORGE NEWBERY FUTSAL;WWW.JNFUTSAL.BLOGSPOT.COM.AR;GIMNASIA ARTISTICA, FUTBOL, PADEL, PATIN, GIMNASIA RITMICA, BABY, FUTSAL, CLASES DE FOLKLORE, TAEKWONDO. ACTIVIDADES CULTURALES.;CANCHAS DE BABY, CANCHAS DE PADEL, SALONES;IRIGOYEN;2050;;IRIGOYEN 2050;VILLA REAL;COMUNA 10;1408;C1408CPR
-58.5025494609551;-34.6534728037928;38;JOSE HERNANDEZ;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;BRAGADO 5950;;4635-2323;ASOCJOSEHERNANDEZ@HOTMAIL.COM;JOSE HERNANDEZ;;PATIN, VOLEY, GIMNASIA, GIMNASIA DEPORTIVA, ARTES MARCIALES, DANZA, AJEDREZ, OTROS;GIMNASIOS, CANCHAS, SALON, BIBLIOTECA, NATATORIO;BRAGADO;5950;;BRAGADO 5950;MATADEROS;COMUNA 9;1440;C1440ACV
-58.4630801892184;-34.6850917372259;70;JOVENES DEPORTISTAS - ASOCIACION CIVIL GENERAL SAVIO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;SOLDADO DE LA FRONTERA 5236;;4605-0701;JOVENESDEPORTISTAS1994@GMAIL.COM;JOVENES DEPORTISTAS;;FUTBOL 11, PATIN, GIMNASIA MODELADORA, LOCALIZADA, AEROBICA, DANZA ARABE, HOCKEY, BABY, FUTBOL FEMENINO, AXE, MUSCULACION, ARTES MARCIALES, KICK BOXING, MUAI TAI, BOXEO.;BIBLIOTECA - CANCHAS - SALON;SOLDADO DE LA FRONTERA AV.;5236;;SOLDADO DE LA FRONTERA AV. 5236;VILLA LUGANO;COMUNA 8;1439;C1439FPH
-58.4214953349085;-34.650633983018;107;JUVENTUD DE LA NUEVA ERA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;GRAL. J. J. VALLE 2972;;4911-9022;;ASOCIACION CULTURAL Y DEPORTIVA JUVENTUD DE LA NUEVA ERA;;BABY FUTBOL, TAEKWONDO Y VOLEY;CANCHA;VALLE, J.J., GRAL. DIV.;2972;;VALLE, J.J., GRAL. DIV. 2972;NUEVA POMPEYA;COMUNA 4;1437;C1437CQD
-58.5246632531849;-34.6518813541443;86;JUVENTUD DE LINIERS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MONTIEL 1174;;4641-9295;;JUVENTUD DE LINIERS;WWW.JUVENTUDDELINIERS.ORG.AR;FUTBOL INFANTIL, PATIN ARTISTICO, GIMNASIA ARTISTICA, TAEKWONDO, GIMNASIA DAMAS, YOGA, KICK BOXING SISTEMA RUSO Y DANZA. ACTIVIDADES CULTURALES.;CANCHA - SALON;MONTIEL;1174;;MONTIEL 1174;LINIERS;COMUNA 9;1408;C1408FVX
-58.3939069581638;-34.6516225347052;205;JUVENTUD UNIDA;CLUB DE BARRIO;CLUB_DE_BARRIO;;IRIARTE 3276;;4301-2541;;;;ARTES MARCIALES, GIMNASIA, HANDBOL, FUTSAL;1 GIMNASIO;IRIARTE, GRAL. AV.;3276;;IRIARTE, GRAL. AV. 3276;BARRACAS;COMUNA 4;1291;C1291ACV
-58.4352711465971;-34.6623219344267;163;JUVENTUD UNIDA DE VILLA SOLDATI;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;AV. INTENDENTE RABANAL 2821;;S/T;;;;BABY, BOCHAS, TAEKWONDO;;RABANAL, FRANCISCO, INTENDENTE AV.;2821;;RABANAL, FRANCISCO, INTENDENTE AV. 2821;VILLA SOLDATI;COMUNA 8;1437;C1437FQC
-58.4134233056446;-34.618341684109;33;KANAIMA ASOCIACION CIVIL;CLUB DE BARRIO;CLUB_DE_BARRIO;;AGRELO 3356;;4932-9926;KANAIMA_ORG@YAHOO.COM.AR;;;BABY, GIMNASIA, TEATRO, TANGO;CANCHA - SALON;AGRELO;3356;;AGRELO 3356;ALMAGRO;COMUNA 5;1224;C1224ABF
-58.5050820847132;-34.6038930004133;57;KIMBERLEY;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;JOAQUIN V.GONZALEZ 3238;;4502-9888;;;;PATIN ARTISTICO, FUTSAL, BABY,;SALON - CANCHA;GONZALEZ, JOAQUIN V.;3238;;GONZALEZ, JOAQUIN V. 3238;VILLA DEVOTO;COMUNA 11;1417;C1417AQX
-58.4978220406996;-34.5888625659513;98;LA EMILIANA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;TERRADA 4243;;4571-1271;CLUBLAEMILIANA@YAHOO.COM.AR;CLUB LA EMILIANA;;JUEGOS DE SALON, BOXEO, DEFENSA PERSONAL, TAEKWONDO, FULL CONTACT, KARATE, PATIN, GIMNASIA RITMICA, GIMNASIA PARA ADULTOS, FOLKLORE, TANGO, AJEDREZ. ACTIVIDADES CULTURALES.;SALON - CANCHA DE BOCHAS;TERRADA;4243;;TERRADA 4243;VILLA PUEYRREDON;COMUNA 12;1419;C1419DKK
-58.4835082041521;-34.6292691016415;114;LA FLORESTA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;AVELLANEDA 3885;;4671-7851 / 4626;CLUBLAFLORESTA@HOTMAIL.COM;;;GIMNASIA FEMENINA, ARTES MARCIALES, TANGO, NATACION, YOGA, AJEDREZ ESCUELA DE FUTBOL. ACTIVIDADES CULTURALES.;BIBLIOTECA - CANCHA - SALONES -  NATATORIO;AVELLANEDA AV.;3885;;AVELLANEDA AV. 3885;FLORESTA;COMUNA 10;1407;C1407EJF
-58.5149200473162;-34.6164910896818;166;LAURELES ARGENTINOS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LAURELES ARGENTINOS 5056;;4639-4785;LAURELESARGENTINOS@HOTMAIL.COM    -   LAURELESARGENTINOS@LIVE.COM.AR;LAURELES ARGENTINOS;;BABY, PATIN, TAEKWONDO, SALSA, MERENGUE Y FOLKLORE;1 SALON Y 1 CANCHA;LAURELES ARGENTINOS;5056;;LAURELES ARGENTINOS 5056;VILLA DEVOTO;COMUNA 11;1417;C1417FKB
-58.4347173025384;-34.5623730084618;186;LAWN TENNIS;CLUB;CLUB;UNICA;OLLEROS 1510;;4772-0183;SECRETARIA@BALTC.NET;BUENOS AIRES LAWN TENNIS CLUBORGANIZACION SIN FINES DE LUCRO;WWW.BALTC.NET;FUTBOL, NATACION, TENIS, GIMNASIO, ESCUELA DE TENIS, BRIDGE, ESCUELA ARGENTINA DE ARBITROS DE TENIS.;1 GIMNASIO-3 SALONES-1 NATATORIO-1 CANCHA DE FUTBOL PARA 7 JUGADORES - 20 CANCHAS DE TENIS INCLUYENDO ESTADIO CENTRAL CON CAPACIDAD PARA 4800 ESPECTADORES - ESTACIONAMIENTO.;OLLEROS AV.;1510;;OLLEROS AV. 1510;PALERMO;COMUNA 14;1426;C1426CRB
-58.4658400084455;-34.6611481797235;138;LIGA AMATEUR DE FUTBOL DE FLORES ASOCIACION CIVIL;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;AV. CASTAÑARES 4125;;4602-0711;INFO@LAFF.COM.AR;LIGA AMATEUR FUTBOL FLORES;WWW.LAFF.COM.AR;FUTBOL 11, ESCUELA DE FUTBOL.;4 CANCHAS;CASTAÑARES AV.;4125;;CASTAÑARES AV. 4125;VILLA LUGANO;COMUNA 8;1407;C1407KUI
-58.5251762539366;-34.6435303382022;51;LINIERS CLUB;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;PALMAR 7035;;4644-7651  4641-0532;;;;NATACION, ACQUAGYM, PILETA LIBRE, ESCUELITA DE FUTBOL, GIMNASIO DE COMPLEMENTOS, ZUMBA, GIMNASIA ARTISTICA, PATIN, BOXEO, BASQUET, SIPALKI, TAEKWONDO Y PILATES;NATATORIOS, SALONES, CANCHA, GIMNASIO;PALMAR;7035;;PALMAR 7035;LINIERS;COMUNA 9;1408;C1408EEM
-58.4703395765043;-34.6710305788229;220;LOMAS DE LUGANO SOCIAL CLUB;CLUB DE BARRIO;CLUB_DE_BARRIO;;ALBARIÑO 3619;;4638-9859;;;;TANGO, CORO, BABY, ARTES MARCIALES;2 SALONES - 1 CANCHA;ALBARIÑO;3619;;ALBARIÑO 3619;VILLA LUGANO;COMUNA 8;1439;C1439ETW
-58.5002544118205;-34.6390142737735;47;LOS AMIGOS DE VILLA LURO;CLUB DE BARRIO;CLUB_DE_BARRIO;DOS SEDES, UNA FRENTE A LA OTRA;RAMON L. FALCON 5176;;4683-4740;;AVL NATACION AVL FUTBOL;WWW.AMIGOSDEVILLALURO.COM.AR;FUTBOL INFANTIL, FUTSAL, FUTBOL FEMENINO, TAEKWONDO (ITF Y WTF), VOLEY, PATIN ARTISTICO, GIMNASIA ARTISTICA, BASQUET INFANTIL, HANDBOL, ESCUELA DE DANZAS, AJEDREZ, FOLKLORE. NATATORIO CLIMATIZADO Y GIMNASIO DE MUSCULACION. ACTIVIDADES CULTURALES.;BIBLIOTECA - CANCHAS - SALONES - NATATORIO;FALCON, RAMON L.,CNEL.;5176;;FALCON, RAMON L.,CNEL. 5176;VILLA LURO;COMUNA 10;1407;C1407GTL
-58.4740037427797;-34.6832755302739;115;LUGANO FOOTBALL CLUB;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LISANDRO DE LA TORRE 4640;;4605-6153;;;;BOXEO, KICK BOXING, TAEKWONDO, SALSA, DANZA CLASICA, TAP, JAZZ, GIMNASIA RITMICA, HIP HOP Y PILATES SOBRE PISO.ACTIVIDADES CULTURALES.;SALONES;DE LA TORRE, LISANDRO;4640;;DE LA TORRE, LISANDRO 4640;VILLA LUGANO;COMUNA 8;1439;C1439GFH
-58.4794330774394;-34.6743903143324;221;LUGANO TENNIS CLUB;CLUB;CLUB;;MURGUIONDO 3915;;4602-2019;LUGANOTENNISCLUB@HOTMAIL.COM;;;BABY, PATIN, HANDBOL, TAEKWONDO, KARATE, TEATRO,;4 CANCHAS (1 DE PELOTA-PALETA) - 2 SALONES - 1 NATATORIO;MURGUIONDO;3915;;MURGUIONDO 3915;VILLA LUGANO;COMUNA 8;1439;C1439FQU
-58.4338714597189;-34.6498254803457;286;MADRE DEL PUEBLO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MANZANA 3 CASA 1 VILLA 1-11-14;;;SOLCAACUPE@HOTMAIL.COM;C A MADRE DEL PUEBLO;;HOCKEY, FUTBOL, NATACION, PATIN ARTISTICO, RUGBY, ATLETISMO, AJEDREZ, FUTBOL FEMENINO, VOLEY. ACTIVIDADES CULTURALES.;SEDE MADRE DEL PUEBLO - MANZANA 3 CASA 1: CANCHA DE FUTBOL 7 (USO COMUNITARIO BARRIAL) - SECRETARIA DEL CLUB - SALON MULTIUSO. SEDE SAN ANTONIO - MANZANA 31 CASA 31: CANCHA DE FUTBOL 5 (USO COMUNITARIO BARRIAL) - SALON MULTIUSO. SEDE VIRGEN DE ITATI - MA;3 CASA 1 VILLA 1-11-14;MANZANA;;;;;;
-58.4950142681205;-34.5625691878968;117;MANUEL BELGRANO;CLUB DE BARRIO;CLUB_DE_BARRIO;SEDE SOCIAL EN CABA Y ANEXO EN ESCOBAR;CRISOLOGO LARRALDE 5255;;4541-1551;CLUBMANUELBELGRANO@GMAIL.COM;CLUB MANUEL BELGRANO - RUGBY & HOCKEY;WWW.CLUBMANUELBELGRANO.COM.AR;HOCKEY - RUGBY;CANCHAS - SALONES;LARRALDE, CRISOLOGO AV.;5255;;LARRALDE, CRISOLOGO AV. 5255;SAAVEDRA;COMUNA 12;1431;C1431APK
-58.4653596577093;-34.6471550629349;184;MARIANO ACOSTA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MARIANO ACOSTA 1544;;4612-4412;SFMACOSTA@YAHOO.COM.AR;;;PATIN, AJEDREZ, TANGO, DANZAS ARABES, GIMNASIA FEMENINA, BABY FUTBOL, KICK BOKING, TAEKWONDO, PEÑAS DE TANGO Y FOLKLORE. ACTIVIDADES CULTURALES.;1 CANCHA - 1 SALON DE USOS MULTIPLES EN EL PRIMER PISO - GIMNASIO CUBIERTO (DE 18 METROS POR 2S METROS) PARA VARIADAS DISCIPLINAS. BUFFET - BAÑO PARA PERSONAS CON MOVILIDAD REDUCIDA (EN LA PLANTA BAJA).;ACOSTA, MARIANO;1544;;ACOSTA, MARIANO 1544;PARQUE AVELLANEDA;COMUNA 9;1407;C1407KCF
-58.4721516536416;-34.5570239202985;96;MARIANO MORENO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;GRAL RAMON FREIRE 3151;;5354-5332;INFO@CLUBMARIANOMORENO.ORG.AR;CLUB MARIANO MORENO - AJEDREZ;WWW.CLUBMARIANOMORENO.ORG.AR;AJEDREZ, JUEGOS DE MESA, BILLAR;SALON;FREIRE, RAMON, CAP. GRAL.;3151;;FREIRE, RAMON, CAP. GRAL. 3151;COGHLAN;COMUNA 12;1429;C1429ASE
-58.4605225314212;-34.5391284860756;73;NAUTICO BOUCHARDO;CLUB;CLUB;SEDE NUÑEZ (TIENEN OTRA SEDE EN SAN ISIDRO);COMODORO RIVADAVIA  1250;;4702-9970 / 9837;ADMINISTRACION@CNB.ORG.AR    -    SECRETARIA@CNB.ORG.AR;CLUB NAUTICO BUCHARDO - SEDE NUÑEZCLUB DEPORTIVO;WWW.CNB.ORG.AR;TENIS, FUTBOL, VOLEY, BASQUET, GIMNASIA. VELA. ACTIVIDADES CULTURALES.;JUEGOS DE MESA. CINE DEBATE.;RIVADAVIA MARTIN, COMODORO;1250;;RIVADAVIA MARTIN, COMODORO 1250;NUÑEZ;COMUNA 13;1429;C1429DBO
-58.4996369837935;-34.6231593445349;45;NUESTRO BUENOS AIRES CANBA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;SAN BLAS  4577;;4567-4439  4648-3577;;;;BABY FUTBOL, PATIN, VOLEY;CANCHA - SALON;SAN BLAS;4577;;SAN BLAS 4577;VELEZ SARSFIELD;COMUNA 10;1407;C1407FTY
-58.5017352922596;-34.6610157133609;170;NUEVA CHICAGO;CLUB;CLUB;CENTRAL SEDE SOCIAL;LISANDRO DE LA TORRE 2288;;4687-2538/1673;;PILETA DE NUEVA CHICAGO / MUNDO CHICAGOO;WWW.MUNDOCHICAGO.COM.AR;FUTBOL, HOCKEY, BABY, FUTSAL, FUTBOL FEMENINO, BASQUET, VOLEY, PATIN ARTISTICO, GIMNASIA, ARTES MARCIALES, NATACION, ARABE, TANGO, AJEDREZ. COLONIA DE VACACIONES.;SALONES, CANCHAS Y NATATORIO CLIMATIZADO;DE LA TORRE, LISANDRO AV.;2288;;DE LA TORRE, LISANDRO AV. 2288;MATADEROS;COMUNA 9;1440;C1440ECX
